teamname1,teamname2,kill1,kill2,baronkill1,baronkill2,death1,death2,dragonkills1,dragonkills2,golds1,golds2,assists1,assists2,towerkills1,towerkills2,team_1_win,team_2_win,name_1_country,name_2_country,scheduleid,game_date
NRG,C9,14,20,1,1,20,16,1,3,60640,74042,34,56,3,8,0,1,US,US,13649,2016-02-22
OMG,LMQTC,16,8,0,0,8,16,0,0,60400,43900,25,23,10,3,1,0,CN,CN,14279,2013-08-30
IG,LM,21,8,0,0,8,22,0,0,69900,43100,43,11,10,2,1,0,CN,CN,14154,2013-04-21
KDM,ROX,5,17,0,1,17,5,2,0,40837,55282,16,47,2,10,0,2,KR,KR,14666,2016-03-25
FW,SUP,15,3,1,0,3,15,3,0,59430,50076,39,6,8,4,1,0,TW,TR,16089,2016-05-05
UOL,OG,13,3,1,0,3,13,2,1,53524,41343,27,6,9,2,2,0,EU,EU,17027,2016-06-03
JAG,SKT,18,5,2,0,5,18,5,0,80481,69654,33,12,11,3,2,0,KR,KR,13871,2016-01-16
RNG,G2,16,5,0,0,5,16,3,1,62287,57353,28,10,7,5,1,0,CN,EU,16092,2016-05-05
ROC,FNC,15,17,3,0,17,15,5,0,85565,85418,37,44,10,10,0,1,EU,EU,13721,2016-02-06
TPA,HKE,10,0,1,0,0,10,1,2,48207,33986,30,0,9,2,1,1,TW,HK,13969,2016-03-12
ROC,SPY,15,8,1,0,8,15,2,1,62546,56851,46,26,9,6,1,0,EU,EU,13733,2016-02-19
BKT,DP,13,6,0,0,6,13,3,0,61073,52300,27,13,8,3,1,0,TH,TR,12317,2015-08-27
OG,FNC,15,6,1,0,6,15,3,1,71193,55835,39,20,10,1,1,0,EU,EU,13769,2016-03-19
OMG,PE,18,3,0,0,3,18,0,0,45900,31300,41,7,7,0,1,0,CN,CN,14206,2013-07-12
G2,ROC,18,10,1,0,10,18,1,1,48431,39968,43,22,10,4,1,0,EU,EU,13691,2016-01-16
RYL,LMQTC,27,4,0,0,4,27,0,0,44700,31600,65,10,10,3,1,0,CN,CN,14207,2013-07-12
REN,P1,13,17,1,0,17,13,1,4,71738,80194,24,43,5,11,0,1,US,US,13612,2016-01-25
PE,EP,21,4,0,0,4,21,0,0,49800,32500,42,10,9,0,1,0,CN,CN,14284,2013-08-31
WE,IG,17,3,0,0,3,17,0,0,52800,42100,47,4,9,3,1,0,CN,CN,14161,2013-04-27
IG,RYL,10,22,0,0,22,10,0,0,43800,59400,26,52,0,10,0,1,CN,CN,14285,2013-08-31
YG,EP,17,10,0,0,10,17,0,0,44500,33200,54,21,10,2,1,0,CN,CN,14208,2013-07-12
WE,IG,9,8,0,0,8,9,0,0,62800,62900,29,23,6,10,0,1,CN,CN,14134,2013-04-12
WE,LM,22,12,0,0,16,22,0,0,84600,82500,45,24,7,11,0,1,CN,CN,14163,2013-04-28
GIA,ROC,15,5,1,0,6,15,0,2,54286,43654,43,9,8,3,1,0,EU,EU,13770,2016-03-19
CLG,C9,8,14,0,1,14,8,0,2,50017,62913,19,23,1,10,0,1,US,US,14011,2016-01-25
PE,YG,32,29,0,0,29,32,0,0,61100,50100,73,67,8,4,1,0,CN,CN,14280,2013-08-30
TSM,CLG,13,22,0,2,22,13,0,5,77212,88636,34,62,5,10,0,1,US,US,13595,2016-01-17
WE,LM,17,19,0,0,19,17,0,0,57600,60900,23,45,7,9,0,1,CN,CN,14135,2013-04-13
CLG,TSM,5,21,0,0,21,5,1,1,44483,59692,12,31,2,11,0,1,US,US,13638,2016-02-15
SKT,FW,5,12,0,2,12,5,0,6,80827,93355,12,29,1,11,0,1,KR,TW,16095,2016-05-05
P1,FOX,3,12,0,1,12,4,1,3,51605,65200,8,41,2,11,0,1,US,US,13650,2016-02-22
G2,UOL,14,10,1,0,10,14,3,1,73405,67748,36,21,11,6,1,0,EU,EU,13771,2016-03-19
IG,EP,24,6,0,0,6,24,0,0,48500,28900,39,17,11,2,1,0,CN,CN,14281,2013-08-30
IMT,C9,28,16,1,0,16,28,2,0,65078,47634,58,31,11,1,1,0,US,US,13639,2016-02-15
RYL,WOA,32,30,0,0,30,32,0,0,66100,58000,77,81,10,3,1,0,CN,CN,14136,2013-04-13
WE,RYL,11,22,0,0,22,11,0,0,43600,61400,30,48,2,10,0,1,CN,CN,14282,2013-08-30
IG,OMG,12,23,0,0,23,12,0,0,56400,76800,27,60,3,10,0,1,CN,CN,14138,2013-04-13
OMG,YG,16,11,0,0,11,16,0,0,50500,39500,33,21,7,3,1,0,CN,CN,14283,2013-08-31
WE,WOA,25,10,0,0,10,25,0,0,61400,42900,75,25,10,1,1,0,CN,CN,14139,2013-04-14
FOX,TSM,2,11,0,1,11,3,0,3,44271,59298,7,40,2,11,0,1,US,US,13653,2016-02-28
TL,REN,18,2,1,0,2,18,4,0,65367,48492,45,6,9,1,1,0,US,US,13640,2016-02-15
DIG,P1,7,16,0,1,16,7,2,4,73778,84360,17,47,3,9,0,1,US,US,13641,2016-02-15
IMT,CLG,11,10,1,1,10,11,2,3,75453,77016,23,10,4,8,0,1,US,US,13654,2016-02-28
TL,IMT,4,16,0,1,16,4,2,1,39071,58656,10,47,0,10,0,1,US,US,13651,2016-02-22
RYL,YG,21,9,0,0,9,21,0,0,48100,32000,44,17,10,1,1,0,CN,CN,14210,2013-07-13
P1,IMT,12,21,0,1,21,12,0,1,47144,63550,25,50,0,11,0,1,US,US,13679,2016-03-21
REN,P1,15,8,2,0,8,15,4,1,79802,64405,33,20,11,3,1,0,US,US,14946,2016-03-21
REN,TL,18,12,4,0,12,18,4,3,114684,99406,51,35,10,6,1,0,US,US,13598,2016-01-17
CLG,DIG,7,1,1,0,1,7,2,0,49399,38385,22,1,9,3,1,0,US,US,13677,2016-03-21
SS,M3,14,18,0,1,18,14,1,4,74903,78123,34,44,6,10,0,2,CN,CN,13493,2016-01-21
FW,RNG,3,10,0,1,10,3,2,2,53882,61854,7,28,4,8,0,1,TW,CN,16096,2016-05-06
RYL,PE,11,24,0,0,24,11,0,0,51900,67700,28,47,3,9,0,1,CN,CN,14140,2013-04-14
CLG,SKT,16,19,2,0,19,16,0,5,78546,76724,45,41,9,5,1,0,US,KR,16097,2016-05-06
OMG,EP,29,34,0,0,34,29,0,0,82800,77400,62,86,9,1,1,0,CN,CN,14287,2013-09-01
SUP,G2,15,23,1,1,23,17,4,2,72461,75181,32,61,8,9,0,1,TR,EU,16098,2016-05-06
DIG,C9,9,9,0,1,9,9,1,2,49739,57750,15,27,3,7,0,1,US,US,13619,2016-02-01
FW,SKT,13,3,2,0,3,13,2,3,77460,69211,35,5,11,3,1,0,TW,KR,16099,2016-05-06
PE,RYL,36,9,0,0,9,36,0,0,53300,35000,87,11,10,2,1,0,CN,CN,14288,2013-09-01
IG,LMQTC,11,19,0,0,19,11,0,0,56400,34700,23,41,11,0,0,1,CN,CN,14289,2013-09-01
CLG,SUP,19,9,1,0,9,19,2,2,59920,46649,45,15,10,2,1,0,US,TR,16100,2016-05-06
P1,C9,15,5,1,0,5,15,3,0,67087,57101,47,6,9,3,1,0,US,US,13604,2016-01-24
G2,RNG,5,12,0,1,12,5,2,2,64367,71898,12,25,7,9,0,1,EU,CN,16101,2016-05-06
WE,YG,27,9,0,0,9,27,0,0,66300,49300,56,26,11,4,1,0,CN,CN,14290,2013-09-01
TSM,NRG,17,17,0,2,17,17,3,3,79139,77401,43,54,8,7,0,1,US,US,13678,2016-03-21
LMQTC,EP,21,19,0,0,19,21,0,0,67300,67200,59,52,11,4,1,0,CN,CN,14211,2013-07-13
OMG,IG,11,24,0,0,24,11,0,0,38000,54800,24,56,3,8,0,1,CN,CN,14212,2013-07-13
IG,Wayi,41,11,0,0,11,41,0,0,53600,30200,68,16,8,0,1,0,CN,CN,14141,2013-04-14
TPA,FW,6,13,0,1,13,6,0,3,52234,59636,11,37,3,8,0,2,TW,TW,13939,2016-01-22
TL,C9,23,2,1,1,3,23,4,0,65864,49555,63,5,11,3,1,0,US,US,13681,2016-03-21
PE,WE,4,21,0,0,21,4,0,0,381000,566000,9,57,3,6,0,1,CN,CN,14213,2013-07-13
CLG,REN,14,4,1,0,4,14,3,0,76674,63353,44,12,9,2,1,0,US,US,13621,2016-02-01
OMG,LM,22,3,0,0,3,22,0,0,48200,26400,45,8,9,0,1,0,CN,CN,14142,2013-04-14
G2,SUP,19,7,1,0,7,19,2,0,61266,48959,40,10,11,3,1,0,EU,TR,16082,2016-05-07
TSM,IMT,13,18,0,1,18,13,1,2,68551,75114,26,49,6,10,0,1,US,US,13605,2016-01-24
SPY,S04,7,15,0,1,15,7,0,3,53079,58661,17,36,5,9,0,1,EU,EU,13987,2016-01-16
REN,C9,14,10,0,3,10,14,4,2,95903,100940,29,26,8,9,0,1,US,US,13665,2016-03-13
RYL,EP,18,5,0,0,5,18,0,0,44800,29500,41,9,9,0,1,0,CN,CN,14214,2013-07-14
TSM,CLG,15,27,0,1,27,15,2,2,48121,63677,37,74,3,9,0,3,US,US,12154,2015-08-24
RNG,FW,14,3,1,0,3,14,4,0,59324,44736,35,7,11,3,1,0,CN,TW,16084,2016-05-07
PE,IG,25,13,0,0,13,25,0,0,62700,46900,43,29,11,2,1,0,CN,CN,14216,2013-07-14
SKT,CLG,12,7,0,1,7,12,0,3,60468,56257,32,19,8,3,1,0,KR,US,16086,2016-05-07
DFM,DP,21,18,1,2,18,22,4,2,78271,83020,62,45,8,9,0,1,JP,TR,12320,2015-08-28
FW,G2,17,5,2,0,5,17,5,0,77349,63473,43,13,11,4,1,0,TW,EU,16090,2016-05-07
TL,DIG,18,1,1,0,1,18,4,0,62769,43641,50,0,11,2,1,0,US,US,13622,2016-02-07
CLG,TL,4,11,0,2,11,4,0,3,57809,71107,10,31,3,10,0,1,US,US,13664,2016-03-13
OMG,WE,24,16,0,0,16,24,0,0,68300,63600,70,35,8,7,1,0,CN,CN,14217,2013-07-14
WE,Newbee,10,3,1,0,3,10,2,2,72485,59591,18,3,10,4,2,1,CN,CN,13576,2016-04-10
CLG,RNG,22,20,1,2,20,22,1,4,79378,84677,46,33,7,9,1,0,US,CN,16091,2016-05-07
TSM,P1,11,9,1,0,9,11,1,2,56140,47722,33,31,10,3,1,0,US,US,13662,2016-03-13
OMG,RYL,27,13,0,0,13,27,0,0,64200,48600,67,35,10,3,1,0,CN,CN,14219,2013-07-19
C9,REN,13,1,0,0,1,13,2,0,41612,27682,34,2,9,1,1,0,US,US,13623,2016-02-07
IG,OMG,3,18,0,0,18,3,0,0,56400,69300,5,41,4,10,0,1,CN,CN,14166,2013-04-28
LMQTC,YG,23,15,0,0,15,23,0,0,58900,45000,54,42,9,5,1,0,CN,CN,14218,2013-07-14
OMG,LM,24,6,0,0,6,24,0,0,65800,46900,50,9,9,1,1,0,CN,CN,14167,2013-05-03
DP,BKT,5,32,0,1,32,5,0,3,48353,65830,11,64,2,11,0,1,TR,TH,12322,2015-08-28
IG,YG,21,6,0,0,6,21,0,0,46300,29600,61,16,9,1,1,0,CN,CN,14221,2013-07-19
CLG,IMT,8,18,0,1,18,8,1,3,51255,68110,22,49,4,10,0,1,US,US,13624,2016-02-07
RYL,PE,19,20,0,0,20,19,0,0,53400,55100,37,58,5,8,0,1,CN,CN,14169,2013-05-03
WE,EP,18,5,0,0,5,18,0,0,52300,40700,46,11,9,5,1,0,CN,CN,14222,2013-07-19
SUP,SKT,7,22,0,1,22,7,0,2,42604,62719,17,49,1,10,0,1,TR,KR,16093,2016-05-07
RNG,SUP,17,6,1,0,6,17,2,0,52664,35831,38,12,10,2,1,0,CN,TR,16102,2016-05-08
AFs,CJE,15,6,1,0,6,15,5,0,63722,49451,40,21,9,3,2,0,KR,KR,14682,2016-04-08
IG,EP,17,5,0,0,5,17,0,0,40000,25200,32,16,10,2,1,0,CN,CN,14223,2013-07-20
HKE,MSE,11,25,1,1,25,11,1,4,59929,69027,23,57,5,7,1,1,HK,TW,4838,2015-07-09
DIG,CLG,21,6,1,0,6,21,2,1,62513,52118,45,11,9,5,1,0,US,US,13600,2016-01-18
PE,YG,24,11,0,0,11,24,0,0,55200,38400,49,19,10,2,1,0,CN,CN,14224,2013-07-20
IG,GT,6,14,2,0,14,6,2,2,81404,75278,12,26,11,5,2,0,CN,CN,17234,2016-06-05
TSM,TL,12,17,0,1,17,12,3,2,78072,77284,34,53,7,7,1,0,US,US,13601,2016-01-18
DP,CHF,4,27,0,1,27,4,3,2,53841,68714,10,71,5,9,1,0,TR,AU,12324,2015-08-28
SSG,KT,8,6,1,1,6,8,2,3,90688,93379,22,20,5,8,0,2,KR,KR,14643,2016-03-03
TSM,FOX,11,6,1,0,6,11,2,1,69750,59597,25,21,9,4,1,0,US,US,13625,2016-02-07
WE,RYL,3,18,0,0,18,3,0,0,36000,49100,4,34,4,11,0,1,CN,CN,14226,2013-07-20
OMG,YG,33,11,0,0,11,33,0,0,64200,40800,63,22,10,1,1,0,CN,CN,14227,2013-07-21
PE,EP,25,15,0,0,15,25,0,0,48000,37100,56,27,9,3,1,0,CN,CN,14228,2013-07-21
SKT,SBE,25,2,1,0,2,25,3,0,61198,40367,63,5,10,4,2,0,KR,KR,14683,2016-04-08
IG,RYL,15,4,0,0,5,15,0,0,54300,39000,35,11,10,3,1,0,CN,CN,14229,2013-07-21
NRG,P1,20,14,2,0,14,20,2,3,77440,66727,53,37,9,5,1,0,US,US,13626,2016-02-07
TPA,MSE,15,7,1,1,7,16,4,0,74486,68888,45,21,7,3,2,0,TW,TW,13960,2016-02-26
FOX,C9,4,17,0,1,17,4,0,2,44403,60910,10,42,2,10,0,1,US,US,13602,2016-01-18
GIA,OG,1,17,0,1,17,1,0,2,32916,47445,1,28,1,9,0,1,EU,EU,13762,2016-03-18
CGE,M17,3,19,0,0,19,3,1,1,37041,56818,6,48,0,9,0,2,TW,HK,13949,2016-02-03
FW,CLG,9,13,0,1,13,9,3,2,56025,66266,19,27,3,9,0,1,TW,US,16103,2016-05-08
S04,FNC,15,8,1,0,8,15,3,2,71008,60005,32,22,10,2,1,0,EU,EU,13763,2016-03-18
IG,SS,3,13,0,1,13,3,0,3,46544,64536,7,43,2,9,0,3,CN,CN,15734,2016-04-13
H2K,UOL,7,15,2,0,15,7,3,1,64699,66549,11,45,6,8,0,1,EU,EU,13764,2016-03-18
WE,LMQTC,18,1,0,0,1,18,0,0,54500,36200,38,4,10,1,1,0,CN,CN,14230,2013-07-21
SKT,G2,19,4,0,0,4,19,3,0,57913,43052,44,11,8,0,1,0,KR,EU,16104,2016-05-08
SUP,FW,3,10,0,1,10,3,1,4,54112,64470,9,22,4,9,0,1,TR,TW,16105,2016-05-08
G2,CLG,8,15,0,1,15,8,0,2,36768,46282,13,38,1,8,0,1,EU,US,16106,2016-05-08
SKT,CJE,9,1,1,0,1,9,2,1,52999,39461,19,4,9,2,2,0,KR,KR,16914,2016-06-02
JTM,M17,8,11,0,2,11,8,5,0,90057,96049,23,30,4,11,1,1,TW,HK,17743,2016-06-09
MSE,FW,2,18,0,1,18,2,0,5,49229,63624,5,46,2,10,0,2,TW,TW,17745,2016-06-09
SPY,S04,20,8,1,0,8,20,3,1,63323,50119,47,17,10,3,2,0,EU,EU,17031,2016-06-10
CJE,JAG,4,10,0,1,10,4,1,4,64400,77612,9,32,2,9,0,2,KR,KR,16924,2016-06-10
RNG,LGD,21,5,2,0,5,21,4,0,76718,53732,53,10,11,1,2,0,CN,CN,17238,2016-06-10
WE,M3,17,4,0,0,4,17,3,0,61855,46367,47,10,9,1,1,1,CN,CN,2431,2015-05-29
LGD,M3,23,7,0,0,7,23,0,0,64449,43736,58,13,0,0,1,1,CN,CN,1019,2015-03-15
KDM,SSG,14,6,2,0,6,14,4,0,64485,50387,30,17,9,2,2,0,KR,KR,2391,2015-06-12
EDG,UP,9,24,0,0,24,9,0,4,72680,81042,23,70,7,9,0,2,CN,CN,2460,2015-06-13
SKT,JAG,14,11,1,0,11,14,5,1,73450,64401,39,21,11,5,2,0,KR,KR,912,2015-03-28
KDM,CJE,11,29,2,1,29,11,4,3,95810,104773,25,81,6,11,0,2,KR,KR,899,2015-03-06
CLB,T8,10,24,0,2,24,11,0,5,56479,77356,26,75,6,11,2,3,US,US,1957,2014-09-12
C9,TSM,18,1,0,0,1,18,3,2,68433,53608,49,4,9,6,3,0,US,US,235,2014-04-21
GMB,UOL,21,4,2,0,4,21,5,0,68831,49864,47,9,9,3,1,3,RU,EU,790,2015-04-05
SKT,FNC,20,10,1,0,10,20,3,1,60140,47702,48,20,8,2,3,2,KR,EU,1817,2015-05-10
CRS,CLG,19,19,1,1,19,19,3,4,85477,80861,46,47,10,5,3,0,US,US,350,2014-08-25
SK,MIL,22,10,0,0,10,22,0,2,52382,42354,44,24,11,2,3,0,EU,EU,692,2014-08-08
SK,FNC,4,12,0,3,12,4,0,5,56595,82502,10,25,3,10,1,3,EU,EU,571,2014-04-18
SKT,KT,9,3,1,0,3,9,4,1,69171,56574,27,6,9,2,2,1,KR,KR,900,2015-03-06
IG,SS,18,25,0,0,25,18,0,0,85147,91643,39,71,0,0,1,1,CN,CN,1020,2015-03-20
CLG,CRS,19,12,1,0,12,19,3,2,74660,61678,57,32,11,3,2,0,US,US,236,2014-04-21
KNG,LGD,12,27,0,0,27,12,1,5,58516,77389,35,61,5,8,1,1,CN,CN,2461,2015-06-14
DIG,CST,20,11,2,0,11,20,5,1,81753,59344,62,27,10,6,2,1,US,US,237,2014-04-20
M3,KX,13,7,0,0,7,13,3,1,60700,50700,35,21,6,3,3,0,CN,CN,2410,2015-04-14
MYM,ROC,15,11,2,2,11,15,5,4,110053,100425,37,24,10,8,1,3,PL,EU,693,2014-08-07
RNG,IG,13,22,0,0,22,13,1,4,62073,77192,34,69,3,9,0,2,CN,CN,2462,2015-06-14
C9,CRS,13,1,0,0,1,13,2,0,41496,27965,24,1,6,0,3,0,US,US,352,2014-08-31
XDG,LMQ,3,16,0,0,16,3,0,0,38080,53687,8,51,0,0,0,3,US,US,1952,2014-04-27
CLG,DIG,16,7,3,0,7,16,1,3,74913,61352,41,18,10,4,1,3,US,US,356,2014-08-30
Samurai in Jeans,Anexis eSports,20,3,0,0,3,20,0,0,58628,34600,56,10,0,0,2,0,EU,EU,2050,2013-05-05
ROX,KDM,13,4,1,0,4,14,3,0,48364,32868,39,9,10,0,2,0,KR,KR,913,2015-04-01
VG,SS,13,9,0,0,9,13,2,2,54303,48505,41,23,9,3,2,0,CN,CN,2463,2015-06-14
EG,C9T,17,5,0,0,5,17,0,0,64721,50631,55,16,0,0,3,1,US,,1953,2014-04-28
TSM,LMQ,15,4,1,0,4,15,3,0,55522,39919,41,6,9,2,3,2,US,US,353,2014-08-31
WE,UP,12,25,0,0,25,12,4,1,61346,74838,34,71,5,10,1,1,CN,CN,2464,2015-06-14
EP,AD Gaming,16,11,0,0,11,16,4,2,76500,73100,48,36,11,5,3,2,,CN,2411,2015-04-15
RNG,KNG,15,6,0,0,6,15,4,1,67844,50631,51,11,9,2,2,0,CN,CN,2433,2015-05-30
EDG,AHQ,25,17,2,0,18,25,3,2,83102,69884,60,52,9,3,3,0,CN,TW,1818,2015-05-10
SSG,SKT,1,13,0,1,13,1,0,4,36351,55153,2,21,0,10,0,2,KR,KR,914,2015-04-03
IG,Newbee,7,15,0,0,15,7,4,1,48603,60793,17,45,3,9,0,2,CN,CN,2434,2015-05-30
C9,TSM,11,18,0,1,18,11,1,4,52487,62758,30,50,7,9,2,3,US,US,354,2014-09-02
TDK,FSN,4,19,0,1,19,4,1,3,50320,63469,10,46,3,10,2,1,US,US,828,2015-04-01
ALL,ROC,3,12,0,2,12,3,1,4,64884,78803,3,27,4,11,0,2,EU,EU,572,2014-04-17
SKT,ROX,17,26,0,2,26,17,3,3,65663,78920,30,65,3,8,1,2,KR,KR,892,2015-02-14
CLG,XDG,6,22,0,0,22,6,0,0,34594,49960,15,52,0,0,1,2,US,US,113,2013-04-27
ROX,JAG,18,8,1,0,8,18,4,0,61890,48415,45,18,10,2,2,1,KR,KR,2392,2015-06-13
IMiracle,SSG,13,4,1,0,4,13,5,0,66690,50331,41,11,10,2,1,2,KR,KR,902,2015-03-07
VG,Gamtee,17,8,0,0,8,17,0,0,73349,54050,38,14,0,0,2,0,CN,CN,1021,2015-03-20
DIG,CST,6,11,0,0,11,6,0,0,43580,54177,13,30,0,0,1,2,US,US,114,2013-04-27
H2K,CW,17,6,1,0,6,17,5,0,59316,46715,43,17,10,2,3,0,EU,DK,791,2015-04-04
LGD,UP,17,14,0,0,14,17,1,3,63852,56707,57,24,8,5,1,1,CN,CN,2435,2015-05-30
ALL,SK,21,13,2,0,13,21,2,6,92714,85440,61,36,11,7,3,1,EU,EU,694,2014-08-15
CRS,LMQ,25,18,1,1,18,25,5,1,82082,71717,64,48,9,5,2,3,US,US,355,2014-09-01
RYL,YG,7,1,0,0,1,7,3,0,56800,43000,13,4,11,1,3,0,CN,CN,2412,2015-04-16
P1,GV,22,4,1,0,4,22,1,2,52412,36168,54,10,9,3,3,1,US,US,449,2015-04-06
TSM,XDG,11,21,0,0,21,11,0,0,51874,67218,28,36,0,0,2,1,US,US,115,2013-04-28
NME,TDK,17,6,2,0,6,17,3,2,64277,53678,46,19,11,3,3,1,US,US,829,2015-04-09
MS,Dexterisactuallyevil,13,5,0,0,5,13,0,0,57300,46500,36,13,0,0,2,1,EU,EU,2051,2013-05-03
CLG,TL,12,25,0,1,25,12,1,3,61186,68421,28,54,6,10,0,3,US,US,450,2015-04-05
WE,OMG,5,17,0,0,17,5,1,2,38671,54264,9,43,1,9,1,1,CN,CN,2436,2015-05-30
TSM,CLG,14,6,1,0,6,14,2,2,62996,52819,44,18,11,4,2,1,US,US,234,2014-04-20
CJE,JAG,14,5,0,1,5,14,4,0,56017,48579,40,12,10,3,2,0,KR,KR,916,2015-04-04
GMB,CW,14,19,0,2,19,14,4,1,78594,88103,41,43,4,8,2,1,RU,DK,573,2014-04-17
ROX,CJE,24,4,1,0,4,24,4,0,61087,42151,70,9,9,0,1,2,KR,KR,2382,2015-06-05
CRS,CST,8,14,0,0,14,8,0,0,40825,57697,22,32,0,0,1,2,US,US,116,2013-04-28
JAG,KT,10,13,0,3,13,10,1,5,84455,97072,31,26,3,10,0,2,KR,KR,917,2015-04-08
KNG,SS,5,17,0,0,17,5,1,3,45741,64582,12,39,1,11,0,2,CN,CN,2437,2015-05-31
Lemondogs,TCM Gaming,12,18,0,0,18,12,0,0,55464,62500,40,60,0,0,2,1,,EU,2052,2013-05-05
CST,CLB,15,14,0,0,14,15,0,0,89211,89991,27,28,0,0,1,3,US,US,1954,2014-04-28
RNG,UP,23,23,0,0,24,23,4,2,93053,91121,61,68,8,10,1,1,CN,CN,2438,2015-05-31
SKT,EDG,21,9,2,0,9,21,2,2,67611,54245,58,18,7,3,2,3,KR,CN,1819,2015-05-11
SK,UOL,7,22,0,1,22,8,1,3,50505,63395,19,55,2,11,2,3,EU,EU,792,2015-04-12
SKT,KDM,12,7,1,0,7,12,4,1,63389,52987,32,13,9,3,2,1,KR,KR,893,2015-02-25
Gamtee,LD,22,12,0,0,12,22,4,1,71200,63100,59,28,11,5,3,1,CN,CN,2413,2015-04-17
F5,FSN,5,14,0,1,14,5,2,2,45497,56811,10,43,2,11,0,2,US,US,830,2015-04-08
Anarchy,KT,10,28,0,0,28,11,0,4,50464,67285,28,78,2,7,1,2,,KR,2393,2015-06-13
TSM,CST,0,12,0,0,12,0,0,0,35126,44828,0,33,0,0,3,2,US,US,117,2013-04-29
CJE,KT,20,10,0,0,10,20,4,1,64342,53615,50,20,9,3,2,1,KR,KR,903,2015-03-18
Team ALTERNATE,Wizards Club,20,4,0,0,4,20,0,0,55600,40020,44,8,0,0,3,1,PL,EU,2053,2013-05-05
FNC,ROC,5,16,0,2,16,5,0,5,56401,74061,12,38,5,8,3,2,EU,EU,695,2014-08-15
CW,Samurai in Jeans,22,5,0,0,6,23,0,0,70100,47482,59,17,0,0,3,1,DK,EU,2054,2013-05-06
LGD,M3,15,5,0,0,5,15,4,0,50346,38780,40,11,6,1,1,1,CN,CN,2439,2015-05-31
Anarchy,KDM,19,24,0,2,24,19,0,5,74544,77661,63,57,6,10,2,1,,KR,2365,2015-05-20
CJE,IMiracle,21,6,2,0,6,21,2,2,58274,41436,50,18,11,1,2,0,KR,KR,918,2015-04-10
CRS,XDG,21,9,0,0,9,21,0,0,75789,59876,65,28,0,0,1,2,US,US,118,2013-04-29
IG,VG,19,5,0,0,5,19,1,2,51027,36522,37,11,4,2,2,0,CN,CN,2440,2015-05-31
SBE,JAG,7,19,0,1,19,7,4,2,64311,76901,14,54,4,9,0,2,KR,KR,2383,2015-06-05
C9,TL,7,20,0,1,20,7,0,5,63488,71208,18,62,5,10,3,2,US,US,452,2015-04-12
EG,CLB,26,12,0,0,12,26,0,0,78610,58545,71,24,0,0,3,0,US,US,1949,2013-12-21
FNC,H2K,4,19,1,0,19,4,2,2,43975,56847,8,55,2,10,3,2,EU,EU,793,2015-04-11
M3,EP,11,7,0,0,7,11,3,3,71800,58100,21,12,9,3,3,0,CN,,2414,2015-04-18
GIA,RG,14,7,1,0,7,14,3,1,64835,49162,33,18,10,2,3,1,EU,GB,2188,2015-04-25
SSG,SKT,15,18,0,1,18,15,2,4,79151,91894,39,40,5,10,1,2,KR,KR,2384,2015-06-06
DIG,CRS,7,5,1,0,5,7,2,1,48058,38642,24,11,11,4,1,2,US,US,231,2014-04-19
CST,C9T,13,1,0,0,1,13,0,0,45921,31681,25,1,0,0,3,2,US,,1950,2013-12-22
VG.eu,LP,6,15,0,1,16,6,2,1,39423,51551,12,34,0,8,0,2,EU,EU,2349,2015-05-27
TSM,DIG,15,6,0,3,6,15,3,2,85776,87848,40,15,5,8,3,1,US,US,351,2014-08-24
Dragonborns,MS,24,14,0,0,14,24,0,0,105100,78999,44,27,0,0,2,3,EU,EU,2055,2013-05-07
EDG,RYL,18,7,0,0,8,18,0,0,66447,52500,52,19,0,0,2,0,CN,CN,1023,2015-03-20
Against All Authority,Lemondogs,3,15,0,0,15,3,0,0,27305,40934,12,37,0,0,0,3,EU,,2056,2013-05-06
VG,SS,10,1,0,0,1,10,0,0,63195,45536,27,3,0,0,2,0,CN,CN,1024,2015-03-21
P1,TL,18,8,1,0,8,18,5,0,67693,56348,66,14,10,2,2,3,US,US,454,2015-04-19
RYL,Gamtee,10,24,0,0,24,10,2,2,50000,63100,24,71,2,7,0,3,CN,CN,2415,2015-04-19
TSM,P1,18,9,1,0,10,18,4,1,70119,58614,55,21,10,2,3,1,US,US,451,2015-04-13
JAG,SSG,21,12,3,1,12,21,3,4,96693,88518,56,32,9,7,2,0,KR,KR,894,2015-02-27
ALL,FNC,16,7,2,0,7,16,4,1,68810,57041,39,10,10,6,3,1,EU,EU,696,2014-08-17
GIA,Team ALTERNATE,26,8,0,0,8,26,0,0,74500,52300,57,9,0,0,2,3,EU,PL,2057,2013-05-06
CRS,COG,7,19,0,0,19,7,0,0,67289,82661,18,50,0,0,3,1,US,US,1951,2013-12-23
SKT,IMiracle,15,3,2,0,3,15,4,1,66024,44633,32,5,10,1,2,0,KR,KR,905,2015-03-20
UOL,FNC,14,7,1,0,7,14,3,1,47404,40419,41,18,11,4,2,3,EU,EU,794,2015-04-19
MS,EA,19,8,0,0,8,19,1,1,45368,35118,43,8,6,1,2,0,EU,EU,2350,2015-05-27
OMG,SS,19,6,0,0,6,19,3,0,45381,33934,42,12,8,3,1,1,CN,CN,2441,2015-06-05
ROC,GMB,17,7,2,0,7,17,1,2,62719,48282,55,16,10,1,2,0,EU,RU,567,2014-04-16
ROC,CWA,14,5,1,0,5,14,3,1,58914,49349,28,7,10,4,3,0,EU,DK,2189,2015-04-25
